image_link,group_id,entity_name,entity_value,extracted_text
https://m.media-amazon.com/images/I/71KGqjaeU3L.jpg,271537,voltage,120.0 volt,"ebao® E204083 Submersible Pump PP-377 ac 120V 0.082A 60Hz MEE Nor PRO” PROTECTE! Or Acceptable For Indoor And Outdoor Use LISTED 63VF WARNING 1.To reduce the risk of electric shock, connect only to a g roperly grounded, To reduce the ris! iC of sloctre type réce| shock, Install Only OnA Circuit Protected By A Ground-Fault Cit it-Interruy GFCI). FE ere eee Pave ae (ii CAUTION: Been Evaluated for Use With Water Only. on ecu Appliances Co.,Ltd. ite: www.jebao.com ior info@jebao.com"
https://m.media-amazon.com/images/I/71MG6eEeFZS.jpg,965518,voltage,18.0 volt,ae S A> — kee Erin CE Waw rece ps » py er AE ni | | — ee a) IG a ha ison: »
https://m.media-amazon.com/images/I/51xK4g4F03S.jpg,271537,voltage,240.0 volt,=~ XK ae
https://m.media-amazon.com/images/I/51R15QuIuyL.jpg,271537,voltage,12.0 volt,The flow rate is about 12 liters / minute AN
https://m.media-amazon.com/images/I/51vgDwEY7xL.jpg,271537,voltage,12.0 volt,IG Sem 7 Sp 3 es
https://m.media-amazon.com/images/I/71U6lF5xVsL.jpg,648011,voltage,"[220.0, 240.0] volt","i hit personal piu wireless White “h 7 T1100 {LIPS u if nite works WITH alexa = ih eo, Ok Google = = Q 4 wen Googie Home SPP SS th, I %y 1 ‘eh 4 OH: 2 C- oD * WN"""
https://m.media-amazon.com/images/I/51zeZBf-HcL.jpg,179080,voltage,36.0 volt,T=. d\ ~~ \\ ‘s = ey Ciclo 1000 veces Desmontable 35-70KM — 4-5Horas Hahorrode enersia ® Bateria de 36V-8AH
https://m.media-amazon.com/images/I/616vBbocrvL.jpg,271537,voltage,12.0 volt,"fo Ney, “A, 7~Qr 9 ONS PLN > s STRAINER = 4 J oa cag"
https://m.media-amazon.com/images/I/814BwteCiwL.jpg,271537,voltage,12.0 volt,"Rl ae e rt ee c ge OS k Q o- 1 n \ , Alat =a = S is U 00. uo + WVdl = gti oe Se ——__ Z ey ay. HN * + LeTrTreeeeeeee ee reer eee eee eee ee wees. ve S000: : ee ia, ~ \ u(/ i} / “') (= ,¥ b —— ji 7 A sin SRR Rca Anant a So se ot te CES ac SEs MG aN cae aE DM / FE SSCS SCE S SSS CSCO SS CSS SOS ESTOS SS SSS SSSSSSSESCESSS q CV <- rs » A S> ZA 1 © Coccccscccccccccccs Hie eo 2 0 2 2 2 60 0 oo oo %"
https://m.media-amazon.com/images/I/71LlzAFiptL.jpg,179080,voltage,36.0 volt,») ae Ee ae he ) ) —— os ZB ll == jaa — 9) oo “e— Ci_ )) a ph N- 5 \ cA aM \\8 \3 \\ ae y= ht - ~~ wo Cycle 1000 times Detachable 40-50 KM 4-SHours Energy saving © 36V 10.4 AH Battery
https://m.media-amazon.com/images/I/71pvXAM5PWL.jpg,179080,voltage,36.0 volt,"8§e Ne MN la’ y, Top Speed ) im if ay Ly =k Slope 4 », bf Shimano Gear fri =. ) g MAC ~~). \\y Z ey af Gm \s"
https://m.media-amazon.com/images/I/81cYIj47SPL.jpg,746096,voltage,24.0 volt,"Profitez des films inclus avec votre [TV BRAVIA V 10 Films en haute qualité V 24 Mois de streaming illimité BRAVIA CORE -, Mi *, v~ a | “i Ue Z — ay es lak = Vf pass IN MV Ny Y Zp IDERR “| OY “fp Wai ill i aay “h 4A O! bs O RE™ Le service vidéo Bravia CORE est disponible en France Métropolitaine. La disponibilité du service et son contenu dépendent de la zone géographique et du modéle de téléviseur. Bravia Core, BRAVIA XR et Sony sont des marques déposées de son corporation, les autres logos appartiennent a leurs propriétaires respectifs."
https://m.media-amazon.com/images/I/61Kzp6mUyDL.jpg,140266,voltage,230.0 volt,"& z & * FD VE = Ae, toy A V4 we 7 %! J"
https://m.media-amazon.com/images/I/61BJZI+N6FL.jpg,271537,voltage,5.0 volt,"4.1cm ol 0.88cm 3.7cm Di Seige 08 un a Qmax Pmex: ° i oem [B] IPx8 pq id use iui id temperature can not be higher ain Jiayaocheng Electrical Appliance Co.,Ltd /* \ % 150cm"
https://m.media-amazon.com/images/I/71dQhAkuiXL.jpg,271537,voltage,5.0 volt,"«, oF 5,8 Me el es oe ae jie SP te min ae Bard 2% ifs Fees Poy Ly aM We Af Mh 75) aS aed rl my i a i ree Fae ———— Mian a A’ oe *. =ul — == ar — “i. ————— false 0O——— Boe bm ee & hws = ~~ a or += fe nite tT: at"
https://m.media-amazon.com/images/I/71W7WvEFKhL.jpg,179080,voltage,36.0 volt,1@ a aA NL) BAFANG Jisy & eo. — <p | oe >. Pg (22 ww ro S bee 36V 250W 1A! BBS01B 36v 250W NY ) \ : y ©
https://m.media-amazon.com/images/I/1yw53vfQtS.jpg,179080,voltage,25.0 volt,
https://m.media-amazon.com/images/I/71yMHX+ppyL.jpg,179080,voltage,48.0 volt,48V500W high speed front drive motor t @e® jap / ics mM SS Ay PX @ @ 4 a »/ @@ 4d 4 \ (AS vi f 7] 69 »@ | \) Wa VV i| i iN 4 lh i
https://m.media-amazon.com/images/I/81TRyizCNWL.jpg,752266,voltage,12.0 volt,". ————— {j “ Ie S - a aa | Z| | ZA. VA —— = f a ee fA wma Ly iM SS : ——— Fa = =i a \ == es = —s, /f ' . a» |\—"" ——— ——- | | wr 3 SS ) See) > x — —- <i i IS = ) — ko 12V DC ONLY Sill RV Interior LED Dinette Light A vintage pendant light fixture for interior 12volt DC illumination, ideal for {1 a kitchen island, dining room, over the table, couch, living room, etc."
https://m.media-amazon.com/images/I/71BszUAOVeL.jpg,752266,voltage,110.0 volt,"bart Required | 5 X E12 Bulbs Adjustable{Ghain maximump)35*5m hs (Bulbs Not Riabie ) -- §— | 1) i 21"" 6 55 (H) | Maxi60WiEach wig AC110V - 21%65 7. Dia of = an * -"
https://m.media-amazon.com/images/I/71aSE8GfbQL.jpg,752266,voltage,250.0 volt,"12cm/4.72in -———_ — 7) Light bulb interface ASS ~~ eis, Y) ZA yy I al «fi ys Lid & Wee ys rs a XN Dyed 7 NY 1 TK | 4) @) i) Ms) Ge) ~s NM Al =_ Nie TAP te > ! Ne)\) oe. D } ‘oo ANG 1 on vy, > oy =) Ke Z e: Fi cy rs SS SS: eS Ff <@ ~ = 35 = 40cm/15.74in"
https://m.media-amazon.com/images/I/71Svyb9HpEL.jpg,186035,voltage,230.0 volt,ax Sao = POWER DC INPUT oo — A AC AC 230 De UsB | ) In(Out) ——— Output 1 de Output C Output 2 Outputs Sroveg
https://m.media-amazon.com/images/I/716eknov7+L.jpg,186035,voltage,"[11.0, 17.0] volt","on Ee AC Outlet 230V Cigarette Output Type-C PD 45W Max SOOW Max 1IV-17V 10A Max Laptop, Game Console ta Light, TV, Drone, Electric Scooter 2 x 5.5mm DC Output 11V-17V 10A Max Each USB-A QC 3.0 18W Max Car Refrigerator, Car Vacuum Cleaner 2 x USB-A 5V 2.4A Max Each Lt] & Smartphone, Tablet, Mini Fan,Camera 1 TN Llog @ a> fe"
https://m.media-amazon.com/images/I/71HMCudrCOL.jpg,186035,voltage,18.0 volt,Solar Charger (Not included) oe | 9) e@s ee ee ee oes eerad ae Car Charger Adapter (Included) ep i. AC/DC Adapter 18V/3A (Included) Two Ports Recharging Fa. Type-C PD Charger Together: vul 45W Max (Not included)
https://m.media-amazon.com/images/I/717AMtZbXbL.jpg,648011,voltage,120.0 volt,PRODUCT SPECIFICATIONS 90% Energy Saving << 2.52inch 6W replace 60 Watts incandescent bulb (64mm) Pe | 4s 4 eh | 2700K 5.51inch S) LoS (140mm) Product Type:6W ST64 | Energy Used: 6 Watts | | ie wv Incandescent Equivalent: 60 Watts Zoimen = Je00% \| Frys Brightness: 600 Lumens \ — Dimmable: No Voltage: 120 Volt E26 = ——— View Angle:360 Degree BASE ———— —— SS —_S G Lifespan: 25000+ Hours ——— Materials: High Strength Glass
https://m.media-amazon.com/images/I/71Edx6LSxlL.jpg,752266,voltage,"[220.0, 250.0] volt","Pendant Light Fitting E27 CE MAX 60W Certification rye3 ae ae 45 ay ‘S, DEP \N Ad BP, lee co pew on ey, SN 7” on ig uy \ NN SY"
https://m.media-amazon.com/images/I/91p1UNmCN+L.jpg,752266,voltage,2.0 volt,"ya SPECIFICATION Rion ABS+ PS 100% Solar Powered Solar Panel 2V/0.3W Monocrystalline Silicon Waterproof Grade Working Time 10-12 Hours NOTE foe rr 1. Make sure the switch is ON before Moe: or the solar pallway lights won't light or charge. 2 Please remove the transparent: protectin film on the sar panel, this will allow the solar panel to receive nore sunlight. _ 3, As the charging effect of the solar panel is depended jon the % sunlight, the lighting time is affected by weather, segsane, places, etc. 4, Fully charged the solar pane! under sunlight fort0 hours at the first time use, §. Please keep the panel clean and put It directly in the sun to get enough solar energy to charge. ee 6.If the ground is too h: de not insert tinto the round fore lef} lease try to the g ae water and use shovel to avoi pati feakin oe) OR Sky y ee a es"
https://m.media-amazon.com/images/I/71zg2mEURtL.jpg,641642,voltage,12.0 volt,"How To Connect LED Strip Lights? - ss fal CAA ee — FF bg \S AN =-\ LA ‘a ai VAAN IR Receiver FS ASS ih, CEs aaa —=—== YZ, = a =| A Ue AG coe ir | \\' bf ~~ Fe / 7A “ —_"" Adapter eeeeeoocece wie & oeee & & OE ooeee VA | ooeee IR Remote"
https://m.media-amazon.com/images/I/715w2NfWfaL.jpg,641642,voltage,12.0 volt,"© < aS “ae cl Ry 1 ott aS "" ie |"
https://m.media-amazon.com/images/I/51Cd+lg-fRL.jpg,709627,voltage,7.2 volt,"Multiple protections MODEL :A-1B Rating:7.2V 17.57Wh Rechargeable Li-ion Battery Min.Capacity:2440mAh CAUTION @DO NOT CONNECT IMPROPERLY. @DO NOT DISPOSE OF IN FIRE OR EXPOSE TO EXCESS HEAT @DO NOT CRUSH, PUNCTURE. @DO NOT INCINERATE OR SHORT CIRCUIT EXTERNAL CONTACTS. Made in China cB OR Temperature Overvoltage protection protection Short circuit Input anti-reverse protection protection Overcharge and over discharge protection"
https://m.media-amazon.com/images/I/71OEmk050TL.jpg,179080,voltage,48.0 volt,"CITY ELECTRIC BIKE 250W 48V MOTOR GEARED MOTOR ry) 25KM/H TOP SPEED » Oe <c7"" MAXIMUM CRUISING RANGE <a W | <i, y \ 80-90 KILOMETER CHARGING TAKES * “GS 4-6 HOURS JA Sy Be y), © ey 4 Or if Re 5 Se < | IS yy (C fay Te J \ «al by) Li 4) R N y af S: > ) Cd) oe. ft"
https://m.media-amazon.com/images/I/71GplQHvFHL.jpg,140266,voltage,5.0 volt,BUILT-IN POWERBANK 4400mAh High-capacity Keep your devices charged on the job. © Charging Time: 6 HOURS e Lasting Time : 4.5~14 HOURS > ae spur USB-C Car Charge Power Adapter Power Bank
https://m.media-amazon.com/images/I/919iohKOj3L.jpg,641642,voltage,30.0 volt,"PATRIOTIC DECOR LIGHTS SS \\ = = we 100 BRIGHT LED BULBS AS $ % \ » ee \ ee aa) / >» 30V LOW VOLTAGE/6W Ay N \ \ il Ay Z WiiA a i) / , | ye SUPER BRIGHT LED BULBS {} ) WY ( fi] Vj i All] 4S iy 7 ~~ THE WIRE COMPLY TO ETL I is Bia tatty Lol ——— fe Fj we ENVIRONMENTAL MATERIAL ¢ A"
https://m.media-amazon.com/images/I/61Aky4kqZjL.jpg,641642,voltage,220.0 volt,nr
https://m.media-amazon.com/images/I/81fYO+HP5QL.jpg,186035,voltage,0.5 volt,ed ee T Ss gag _— ——— 4 q — 200 Scene A 'ETOUETA.D 80 - te hat a 4 ee. ee! at > \ lei és ee eS u 1 aa gp: - ™ 4 oD: | oa) vf —S & eg | pe —_—_—e
https://m.media-amazon.com/images/I/61J3MWhOgkL.jpg,752266,voltage,"[110.0, 120.0] volt",Power Consumption Of The Fan 50W Max AC110-120V 60Hz Input Voltage Power Consumption Of Light 24W 3000K/4500K/6000K Color Temperature Of Light Stepless Dimming 5%-100% Timing Function 1H/2H/4H Memory Function Yes Invert Function Yes
https://m.media-amazon.com/images/I/61pZJrFLlJL.jpg,752266,voltage,"[220.0, 240.0] volt",Hohe Qualitat (Y) 18w IP44 220V-240V CRI80+ Energiesparend © 25000H (i) Einfachinstalieren (>) 4000K = ao
https://m.media-amazon.com/images/I/7195HI0YTAL.jpg,752266,voltage,"[110.0, 240.0] volt","10 cm — ¢) {BULB NOT INCLUDED) th | [| il a5 / i =""4 \ 3 a a = Color: Bronze Glass Type: Water ripple glass Aluminum Housing Material: | 110-240V Voltage: Maximum Wattage: 60W Hi Bulb Base: E27 ob, tL Note: Bulb are not included 19cm"
https://m.media-amazon.com/images/I/61FLrSjJQkL.jpg,752266,voltage,12.0 volt,amare \ Ewes MS ws
https://m.media-amazon.com/images/I/41NH8WgeBOL.jpg,709627,voltage,10.8 volt,&
https://m.media-amazon.com/images/I/61+MxCZlePL.jpg,179080,voltage,48.0 volt,48V 10.5AH Lithium Removable Battery {IE ey “f A “o > 0-0 © La Comprehensive Overcurrent Overcharge protection protection protection Le ® Wire break Over discharge Temperature protection protection protection
https://m.media-amazon.com/images/I/61-oywTTsiL.jpg,860821,voltage,220.0 volt,"Ventilatore Piantana BAKA. & ¥ "" an =) © BAKA It's fe uu!"
https://m.media-amazon.com/images/I/71FXzcQHjnL.jpg,271537,voltage,110.0 volt,"Extremely Safe & Reliable Pure Copper Motor Overheating Protection Overload Protection Low Energy Consumption x Ot ee ‘26, Oe Hag, Png” ?S: 2 SS aleem ‘un p, 7 ‘Ming a _—<Sited No. ry Ky, <¢ Tey PE on ec Elen, <f te Sy, Ros, een” ig —— = € Gi"
https://m.media-amazon.com/images/I/71DJWKsLDaL.jpg,271537,voltage,110.0 volt,"—— (Sy a.’ (Ss) a & 4.33inch & ag8e i) & 22 Pa BE 4.84inch 22254 BE 29 gggeee SEF se SB douter diameter: 1/2"" —L 3/4 NPSM outlet 1/2 NPSM inlet 1/2 NPSM Inlet/Outlet << 2 '-. 1/2 NPSM inlet 3/4 NPSM inlet"
https://m.media-amazon.com/images/I/717ZmdjecdL.jpg,412008,voltage,1.5 volt,"D> Grill motor 1,5 volts monocell battery- motor,robust and insensitive to heat, service time approx 10 hours with one battery, motor head and spit guide made of metal suitable for spits up to mS, 6.25mm ¢ S10 DOS max Ma ce"
https://m.media-amazon.com/images/I/71EQ8sO8r6S.jpg,860821,voltage,110.0 volt,Dimensions 8.66inch Rotated Voltage: 110V~ Rated Power: 28W Rated Frequency: 60Hz Weight: 2.79 KG Wire Length: 59 inch Speed Governer: 1~10 Levels Timer: 1~10 Hours ©@ eo Turning Angle: 90° Pitching Angle: 360° | 9.84inch
https://m.media-amazon.com/images/I/71hXBys4-SL.jpg,983323,voltage,12.0 volt,"EASYATORINSTAUTANDIUSE: \a \¥ \ \ \3 ay a \ iid A ON Ye Ms < INS AS NNN LASLIS LON ON VSS SS a: Os 1h = Sut — |} yy, “ Ay “\\) Wy ="
https://m.media-amazon.com/images/I/816usm7CyPL.jpg,922709,voltage,50.0 volt,See Full=Size)Rowels pans Wider Cove we ad rage cee 2. vo =. oS Cae ove ge Woe De Ewe Oo _We pete devoac V50 sat Say. Time ake Your Home Snotless Others
https://m.media-amazon.com/images/I/61LxhHf5nIL.jpg,752266,voltage,"[85.0, 265.0] volt","ery aie oc ies 20 Sam ge: * mA es x ie Cvteey A CAUTION For int ne of ot ere tothe Product Name: LED Flood Lights @3 LED Strahier Projecteur LED. GS Faretto LED : GB FocoLeD Model No. : BRFL-FLO3 | Power: 40 Watts Manufacturer: ‘Shenzhen Borui Photoelectric Technology Co., Ltd. 31d Floor, Building C, Kenfyia Electronic, Factory Huasheng Road, Langkou Community, Dalang Steet Longhua Disc, ‘Shenzhen City, Guangdong Province, Cina J EC |REP APEX CE SPECIALISTS LIMITED ERIENERG? Unit 3 North Point House, North Point Business HEKEE c€ Fe Park, New Mallow Road, Cork, 123 AT2P, Ireland BRFL-FLOS APEX CE SPECIALISTS LIMITED RoHS 89 Princess Sireet, Manchester, M1 4HT, UK Shenzhen Fulimei Technology Co, LTD @ © Dongfuwei West Road No.27-29, Baoan, Shenzhen, 518100, China =p G4 Application @. & — ‘Outdoor, garden, gate, farm, warehouse, indoor Technical Specifications: ey Voltage: 85-265V eye uk Lifetime: 60,000 hours ivry 000% ic: CA Material: aluminum you gol the defective pro. ictor any question, please send email fo Us! 24 hot s service email p> service@ilctech.com ] = s3"
https://m.media-amazon.com/images/I/51lCCgdmQ+L.jpg,709627,voltage,7.4 volt,> f. aa 13 sbeotpoman
https://m.media-amazon.com/images/I/513CiQIuuLL.jpg,709627,voltage,7.4 volt,=) Designed for Flytec 2011-5 remote control fishing bait boat. > 18650 f. qu 2019706 5200mAh
https://m.media-amazon.com/images/I/513X5hxF1+L.jpg,709627,voltage,7.4 volt,"re Siang ON mg un ace pane coed fa: ae oir, Tm saree Sue matey ira at co"
https://m.media-amazon.com/images/I/51FLqJLAVpL.jpg,709627,voltage,7.4 volt,"IOLA, ao foto! tet we wt omy! of tort =: card im at faa) — -"
https://m.media-amazon.com/images/I/51UT6HgeglL.jpg,709627,voltage,7.4 volt,50 15654 [97 1?
https://m.media-amazon.com/images/I/71m9SCnmfQL.jpg,179080,voltage,48.0 volt,"wl S VW vk A f TA Ss A & Y th |. t , Da — & “| Oh ca, Vf ‘"
https://m.media-amazon.com/images/I/61dOt6PmOpL.jpg,860821,voltage,"[110.0, 240.0] volt",SPECIFICATIONS ® Model: DF150-A Duct Size: 6” © Power: 65W Voltage: AC 110-240V ® Frequency: 50/60Hz Speed: 2800 RPM ® Airflow: 402 CFM ~ Noise Level: <B2dB-A — iG a | 2d aS oer Cord Length: 77 ft Se E 3 eo Fan to Controller Cord Length: 8.2 ft =
https://m.media-amazon.com/images/I/51SQ+ivMx1L.jpg,140266,voltage,110.0 volt,"—__ LED iGHT ay ____ Ss age Since agyuANG THERA © (BEC Baling Boge ines Park eae Vilage. | ecgars Tome Cangas Town = Proween stBTiS ore Vreesne 7s5-zmsont0 s Vt el RA ie at connection commer =] or Uncpnen Gn Peer Min, Cama) 3 Cex e oa @o eater gn a eed"
https://m.media-amazon.com/images/I/71naSaXWd0S.jpg,752266,voltage,120.0 volt,Recommended Bulbs oo = ll : z= ——— =z p=] == == =s = 7 ©0006 Meamam 120V E26 Lamp Holder Structure Metal B siti \ —ee ‘(a7 aoe >
https://m.media-amazon.com/images/I/71+4NoYfm3L.jpg,641642,voltage,12.0 volt,THANKS TO 4 MOUNTING CLIPS PER METER \ y AX ay o> 12V ws
https://m.media-amazon.com/images/I/61vZdkBbb2S.jpg,641642,voltage,220.0 volt,"a Vs a, if -_ | kee A WARM WHITE GLOW Recreate this feeling every evening or highlight a special occasion. $ © 220 Volts Dinas Es gierallel Circult"
https://m.media-amazon.com/images/I/51xGtZU+F0L.jpg,641642,voltage,110.0 volt,"Wiring steps a a N Vey, Oy B&B Rin Sy gm Loy ei, om Occur and ready Oinsert the pin (3] Insert the power (4) Insert the end cap adapter 9"
https://m.media-amazon.com/images/I/61YD6MMM5YL.jpg,641642,voltage,220.0 volt,High Safety & Easy to Use AC220V 2835 LED at Light ot > 0 ome | i — — =P
https://m.media-amazon.com/images/I/51BvCIHcgSL.jpg,641642,voltage,220.0 volt,"TH+ <a, Zé Se 2a eg La — — « * st ro o * rt \"
https://m.media-amazon.com/images/I/61cWMElHoUL.jpg,752266,voltage,5.5 volt,PROJECTEUR SOLAIRE AVEC CAPTEUR Courant: 350mA Puissance nominale: 3\VV i — Lumens: 260Lm Panneau solaire: 5.5V 1W 350mA SASS ey Température de couleur: 6500K Indice d'étanchéité: |P44 © __S6MM ut SL% g ‘iC 1000K 3000K NN 8000K 10000K
https://m.media-amazon.com/images/I/41aOaPoPFGL.jpg,709627,voltage,11.55 volt,ae ow went (ome a ower oe] 50
https://m.media-amazon.com/images/I/61ygMPLHycL.jpg,709627,voltage,500.0 volt,Rated Voltage DC 500V Contact Resistance Rated Current 0.50mQ 30A Max Current Using Times 1000 times 60A Insulating Material PA Working Temperature Flame Retardant ef8-e -20°C to 120°C UL94 VO Metal Material Gold Plated Copper
https://m.media-amazon.com/images/I/61zsm9Wx24L.jpg,169111,voltage,4.0 volt,True Mapping 2.0 Navigazione di precisione 4 volte superiore i —_ | ——
https://m.media-amazon.com/images/I/71x+J7kqPNL.jpg,179080,voltage,36.0 volt,Waterproof IPX5 Er >80% \ S /\ ( >. Angle 40° Kit A \ \ Gas H% freatric Bike EXO) ae Assisted aie U als eae SSse4 VOLTAGE 356V RELATED POWER 250W MAX SPEED 32KM MAX TORUQE 45N.M DISC BRAKE ONLY SHIMANO 7 SPEED BRAKE FREEWHEEL
https://m.media-amazon.com/images/I/81EiMKtaldL.jpg,752266,voltage,230.0 volt,& i\ * Wall ing installation » Pose déclairage mural ERIENERG’ i Installation der Wandbelcuchtung + Installatie wandverlichting | Wall Light + Installazione di illuminazione a parete 30905902 Instalucién do iluminacién de pared \ | lenia Mon Hacrertioro ocBemreuHA Insfalagja o} nego WK Tnstalare de ilumi pe perete Ih || == Ga Bi 1 \\ sere 10cm 19cm & \\ kWh/1000h ee Ra 280 230V 50-60Hz ah 16.5em _ Manufacturor Information: Zhongshan Zhaoliar ighting Co. > Ltd. \ the JoonNO. ys i se is ine —_— me ES a — coe St Us
https://m.media-amazon.com/images/I/61Vh1IUjyuL.jpg,501250,voltage,230.0 volt,"cae mee Fi Ge AS Yue CALIENT CON PILOTO REF:2200346 INCLUYE BOLS, yi 230V 450W TERMOSTATO DIAMETRO 18. Enchufandol mantiene el 3a 5 hora: 4 qe"
https://m.media-amazon.com/images/I/81hQkVPB-IL.jpg,965518,voltage,18.0 volt,"i a in 7 a: = ita, 4 7 fi ay ay” way ‘od a A} ~L ¢ ie nt he we? ‘* i La a a ‘ vj My, as te 2 got ee -) -< tS - ~ Ae wa « - RYOs j P)/ y * Baa me ¢ fr oo ea ye Td ea F Sie or Ss p —s ar, Whe —_ i ohn _. sw — os ee ee ~ ree a"
https://m.media-amazon.com/images/I/71806QopfpL.jpg,179080,voltage,48.0 volt,"48V 20.8A Dual-Batterien a { yO = Inet a ——ih CY ges AN SY | y Awe a wal eee oF Av, vey, =a | ) oo ke oA Gil A c/ a = | Zweite Batterie \ | | Hauptbatterie 10.4Ah > I | 10.4Ah 1a Der Dual-Battery Equalizer reduziert die Stromstarke jeder Batterie und erhdht so die Batterielebensdauer und Laufleistung."
